JobId,SessionId,Status,Reason,Created,Usage (seconds),Type,Compute resource,Instance,Tags
d47bf655mhvc73f7qu0g,1dc0e52a-851d-46c8-b7c4-9f2d7951defe,Completed,,2025-11-08T03:23:04.39606Z,4,sampler,ibm_torino,crn:v1:bluemix:public:quantum-computing:us-east:a/69b5df5b6cea47acafcb22c9488654c2:3dffbbe0-9482-46a7-aea8-ece04a455136::,
